Ranking,Nombre,Cargo,Patrimonio_Mill.euros,Ranking_2017,Ranking_Sexo,Ranking_CCAA,Valor_bolsa.100,Variacion_patrimonio.100,Variacion_patrimonio,Sector,Empresas,Descripcion,CCAA,Familia
12,Juan Miguel Villar Mir,Máximo accionista de OHL y la Inmobiliaria Espacio,2750,10,6,4,81.5,-19.1,-650,Construcción,"Grupo Villar Mir, OHL","La presión de los acreedores obligó a Villar Mir a vender la división de concesiones de OHL por 2.235 millones al fondo IFM. Fue el gran hito del grupo de construcción y de servicios (51%) el año pasado.                                El patrimonio del Grupo Villar Mir y la Inmobiliaria Espacio, cabecera de sus negocios, se resintió un 18,5% en 2016.                                En 2017 también abandonó el capital de Colonial, tras vender por 40 millones en verano el 1,5% que conservaba.                                Las alegrías llegaron desde el otro lado del Atlántico, donde su filial Ferroglobe (55%) disparó su cotización en 2017 tras la victoria de Donald Trump.                            ",Madrid,NA
11,Tomás Olivo López,Propietario de General de Galerías Comerciales,2850,NA,5,1,100,NA,NA,Inmuebles,General del Galerías Comerciales,"El polémico empresario murciano se destapó en 2017 como uno de los grandes patrimonios españoles. El 4 de julio sacó a Bolsa su inmobiliaria, General de Galerías Comerciales (GGC), que el mercado valora en 2.800 millones.                                GGC es propietaria de seis centros comerciales en Almería, Roquetas de Mar, Marbella, Mataró (Barcelona), Sanlúcar de Barrameda (Cádiz) y Armilla (Granada).                                Olivo tiene el 99,6% de las acciones, por lo que el valor apenas se mueve en la Bolsa. Antes de la salida a Bolsa, sus activos fueron valorados en 1.906 millones de euros y la empresa apenas tiene deudas.                                En el Caribe es propietario del complejo residencial y de golf Guavaberry Golf Club SA, en San Pedro de Macorí (República Dominicana).                            ",Murcia,NA
10,Isak Andic Ermay,Fundador y propietario de Mango,3350,8,4,3,3.3,-6.9,-250,"Textil, Inmuebles",Mango,"En 2016, el fundador de Mango volvió a coger el timón de la cadena de moda tras el frustrado relevo de su hijo Jonathan Andic.                                La compañía presentó los primeros resultados de su historia con pérdidas (61 millones) y una caída de ventas hasta los 2.260 millones (2016). Mango arrastra una deuda bancaria de 970 millones, según su último balance consolidado.                                Andic sigue los pasos de Ortega e invierte en edificios. Su inmobiliaria suma activos valorados más de 1.300 millones de euros. Busca locales comerciales para alquilarlos a Mango y otras cadenas.                                Mango vendió en diciembre de 2017 sus instalaciones centrales de Palau de Plegamans (Barcelona) al grupo británico Invesco Real Estate Fund por más de 100 millones de euros.                                Mango no se plantea trasladar su domicilio social. ""Hay que dejar que los políticos solventen un problema que es básicamente político"", dijo su vicepresidente, Daniel López, en noviembre de 2017.                            ",Cataluña,NA
9,Familia Entrecanales,Accionista mayoritaria de Acciona,3400,9,4,3,66.3,-2.9,-100,"Construcción, Contratas",Acciona,"Acciona vivió un año gris en los mercados, marcado por su entrada en Testa (21%), donde integró su cartera residencial.                                El golpe más serio vino tras el cierre de las plantas alemanas de su participada Nordex (29%), fabricante de areogeneradores cotizado. Su desplome en Bolsa rebaja su valor en 500 millones y afectará seriamente a las cuentas del año.                                Su división energética repitió en 2017 como la eléctrica más 'verde' del mundo en el ránking de la estadounidense Energy Intelligence.                                El grupo no ha dejado de crecer en grandes mercados como el sudeste asiático, México o Chile. En éste último, en 2017 vendió la autopista Ruta 160 a Globalvía por 335 millones.                            ",Madrid,NA
8,Víctor Grífols Roura y familia,Presidente de Grifols,3800,11,3,2,98.5,31,900,Salud,Grifols,"Mientras Grifols brillaba en la Bolsa, donde en 2017 alcanzó nuevos máximos históricos, fuera del parqué, la familia cerraba la operación más llamativa en años: la entrada en el capital de la bodega Juvé y Camps.                                En diciembre de 2016, Víctor Grífols Roura cedió el timón de la multinacional de hemoderivados a su hermano Raimón y a su hijo Víctor Grífols Deu.                                Hace un año, la firma cerró con la banca la refinanciación de su deuda, entonces de 6.300 millones. La compra de la estadounidense Hologic la elevó luego a más de 7.000 millones.                                Tres ramas de los Grifols controlan en torno al 25% de la sociedad, en gran parte vía Holanda.                                Centurion Real Estate, controlada por una sociedad holandesa participada por la familia y directivos de Grifols, reparte inmuebles entre Cataluña y EEUU.                            ",Cataluña,Familia
7,Juan y Carlos March Delgado,Propietarios de la Banca March y Corporación Alba,5e3,7,2,1,36.5,13.6,600,"Finanzas, Banca","Grupo March, Corp. Financiera Alba","La compra del 10% del fabricante de piezas de vehículos vasco Cie Automotive cerró el movido año bursátil de los March, marcado por su salida de ACS.                                Los March vendieron el 7,52% que aún conservaban en la constructora ACS por 743 millones. Habían entrado en el capital en 1998 y llegaron a controlar el 25%. También ha desinvertido en Clínica Baviera, Berlys y Flex.                                El Grupo March, que incluye la rentable Banca March, su cartera industrial Corporación Alba, sus inversiones financieras y sus activos inmobiliarios, valora su patrimonio en casi 4.874 millones de euros (tercer trimeste 2017).                                Su portafolio de inmuebles ronda los 350 millones de euros, repartidos en diez edificios de oficinas en Madrid y ocho en Barcelona.                                Son conocidas las fincas familiares de Sa Vall (3.700 ha.) y S'Avalet, ambas al sur de Mallorca, y Altarejos (10.000 ha.), entre Sevilla y Badajoz. Menos lo es que Juan March de la Lastra, presidente del banco, es titular de un coto de caza de 6.500 ha. en Soria, entre las localidades de Adradas y Taroda.                            ",Baleares,NA
6,Sol Daurella Comadrán y familia,Presidenta y accionista de Coca Cola European Partners,5450,6,2,1,56.6,22.5,1e3,"Alimentación, Bebidas","Coca Cola European Partners, Cobega","El hólding Cobega, propiedad al 100% de la familia Daurella, es una de las empresas de capital español con más patrimonio neto, 5.100 millones de euros, según el último balance de la sociedad.                                Desde la presidencia de Coca Cola Europa (CCEP), Sol Daurella lleva las riendas de los intereses familiares, en colaboración con sus primos Alfonso Líbano y Mario Rotllán. Controlan el 55,6% de Olive Partners, la sociedad que ostenta el 34,4% de Coca Cola European Partners.                                Alrededor de 122 millones de personas, entre locales y turistas, consumieron Coca Cola en España en 2016. Olive Partners repartió un dividendo de 123 millones en el último año (2016). Más de la mitad fue a parar a las arcas familiares.                                Daurella fue una de las primeras empresarias que trasladó parte de sus negocios a Madrid (Olive Partners), aprovechando la fusión de las embotelladoras españolas, en 2012.                                Cobega también posee el 60% de Equatorial Bottling Company, embotelladora de Coca Cola en 13 países de África; Daba, distribuidora de Nespresso en España; el 50% de Cacaolat (con Damm), y la masterfranquicia de Dominos en Portugal.                            ",Cataluña,Familia
5,Francisco y Jon Riberas Mera,Máximos accionistas de Corporación Gestamp,5900,5,3,2,51.8,14.6,750,"Industria, Automoción","Corporación Gestamp, Gonvarri","La salida a Bolsa de Gestamp fue el gran hito de 2017. La compañía debutó en abril valorada en 3.200 millones. Los hermanos Riberas se embolsaron 1.000 millones.                                En mayo, Acek, su patrimonial, vendió al fondo británico Actis su cartera eólica en Brasil (416 MW) por 689 millones de euros.                                Francisco Riberas se estrenó en primavera de 2017 como consejero de Telefónica y desde enero de 2018 preside el Instituto de la Empresa Familiar.                                En diciembre, los Riberas vendieron a los March un 5% de Cie Automotive (16%). En la ingeniería bilbaína cotizada Dominion Global ostentan otro 6,6%.                                Risteel BV, su filial holandesa, controla parte de sus inversiones.                            ",Madrid,NA
4,Sandra Ortega Mera,Accionista de Inditex y Pharma Mar,7e3,3,1,2,73.9,-10.3,-800,"Textil, Inmuebles",Inditex,"Perdió la puja por la sede de Duro Felguera en Madrid, pero la mujer más rica de España no hace sino aumentar su cartera inmobiliaria. En 2016, Ferrado -su brazo inmobiliario- triplicó su inversión, con activos en Alemania, EEUU, Portugal y España.                                Ni su madre, Rosalía Mera (fallecida en 2013), ni ella se han sentado nunca en el Consejo de Administración de Inditex. Con su 5% se limita a cobrar los dividendos. En 2017 se embolsó 107 millones.                                La Fundación Paideia, donde trabaja, lleva 30 años enfocada a la formación, intervención e investigación, especialmente en ciencias humanas. En su patronato figuran Emilio Ontiveros, José Antonio Seoane y Demetrio García de León.                                Como su padre, Ortega nunca ha concedido una entrevista. Vive en Oleiros (Coruña), ajena al mundo de la moda, los medios de comunicación y las celebridades.                                Mantiene una posición estable en Pharma Mar (5%). En 2017 compró 22.300 acciones, su primer movimiento en la gallega cotizada desde que entró en su capital en 2002.                            ",Galicia,NA
3,Rafael Del Pino y familia,Máximos accionistas de Ferrovial,7050,4,1,1,89.1,2.9,200,"Construcción, Contratas, Energía",Ferrovial,"Ferrovial se ha recuperado en parte del desplome de 2016 (-15%) que lastró las patrimoniales de los cinco hermanos Del Pino.                                Sus sicav, gestionadas por su oficina familiar, en cambio, engordaron en casi 100 millones de euros, hasta los 1.133 millones (septiembre 2017).                                La holandesa Rijn Capital, que posee el 20% de Ferrovial, agrupa los negocios del presidente de la constructora, Rafael del Pino: su parte en la firma de explosivos Maxam (5%), su finca en España (los Estanquillos, en Berzocana, Cáceres) y empresas en Malta y las Islas Vírgenes Británicas.                                De Rijn también cuelga su fabulosa y poco conocida cartera de renovables que ha desplegado en Chile, el mayor mercado solar de Sudamérica, donde suma una potencia de 842 MW en diferentes fases de desarrollo y seguirá creciendo.                                María del Pino (8,15% de Ferrovial) regenta la Fundación Rafael Del Pino Moreno y las sociedades Menosmares y Casa Grande de Cartagena.                            ",Madrid,Familia
